100000000109-81978600001000110-819786-243002000111-819786-487003000112-819786-7211004000113-819786-9615005000114-819786-12019006000115-81978611223007000116-8197868827008000117-8197866431009000118-819786403500
0, 143063437, 0
1, 143064437, 1000
2, 143065437, 2000
3, 143066437, 3000
4, 143067437, 4000
5, 143068437, 5000
6, 143069437, 6000
7, 143070437, 7000
8, 143071437, 8000
9, 143072437, 9000
